AN EXAMPLE CHANGE meeting	sequence	date	type	speaker	statement	newcode	mem_num
201601	1213	2016-01-27	meeting	GEORGE	Regarding quarter-end pressures, it is not clear to me that we should react with this facility.	62.0	103.0
201601	1214	2016-01-27	meeting	GEORGE	Missing our target funds rate on one or two days because of these pressures would not seem to have material policy implications, notwithstanding the counsel that Simon provided during our previous discussion.	62.0	103.0
201601	1215	2016-01-27	meeting	GEORGE	But to the degree that such pressures proved persistent, I would not object to a temporary increase in the cap as proposed under the low flexible cap option or offering term RRPs.	62.0	103.0
201601	1216	2016-01-27	meeting	GEORGE	For communication, I would explain the change in the capacity of the facility as the result of a successful liftoff of the target funds rate from its effective lower bound.	62.0	103.0
201601	1217	2016-01-27	meeting	GEORGE	And in the future, the capacity should be no greater than what is required to achieve an effective floor under money market rates.	62.0	103.0
201601	1218	2016-01-27	meeting	GEORGE	I see such an approach as consistent with our stated intention of, in the longer run, holding no more securities than necessary to implement monetary policy efficiently and effectively.	62.0	103.0
201601	1219	2016-01-27	meeting	GEORGE	Given our experience with successful liftoff, I believe it would be appropriate to reduce the capacity of the facility as early as our March meeting.	62.0	103.0
201601	1220	2016-01-27	meeting	GEORGE	I would signal that intention in the minutes of this meeting.	62.0	103.0
201601	1221	2016-01-27	meeting	GEORGE	Thank you.	62.0	103.0
201601	1222	2016-01-27	meeting	YELLEN	Thank you.	62.0	65.0
201601	1223	2016-01-27	meeting	YELLEN	President Lockhart.	62.0	65.0
201601	1224	2016-01-27	meeting	LOCKHART	Thank you, Madam Chair.	62.0	88.0
201601	1225	2016-01-27	meeting	LOCKHART	In answer to the question of how to approach reducing aggregate capacity of the overnight reverse repo facility, I prefer to think a little beyond a single choice from the menu proposed.	62.0	88.0
201601	1226	2016-01-27	meeting	LOCKHART	I have the working assumption that the goal is to largely phase out the facility over time, in keeping with our 2014 statement on normalization principles and plans.	62.0	88.0
201601	1227	2016-01-27	meeting	LOCKHART	At liftoff, I was in favor of prioritizing monetary control and fully supported the lifting of the cap.	62.0	88.0
201601	1228	2016-01-27	meeting	LOCKHART	However, I do have some concern that a decision to continue running a very large facility for a prolonged period entails nontrivial financial stability risk.	62.0	88.0
201601	1229	2016-01-27	meeting	LOCKHART	In addition, such a policy might incent or enable changes in money markets that might make it much more difficult to reduce or phase out the facility in the future.	62.0	88.0
201601	1230	2016-01-27	meeting	LOCKHART	With these thoughts in mind, I favor thinking in terms of a sequence of steps or a strategy, if you will, for gradually reducing the footprint of the facility in a manner that places strong emphasis on monetary control.	62.0	88.0
201601	1231	2016-01-27	meeting	LOCKHART	As an illustration and illustration only, I envision a process that could go something like this.	62.0	88.0
201601	1232	2016-01-27	meeting	LOCKHART	Begin by implementing a high cap accompanied by communications to establish the expectation of a ratcheting down to an ultimate phaseout.	62.0	88.0
201601	1233	2016-01-27	meeting	LOCKHART	I think it would make sense to maintain that cap through at least the next rate increase as a conservative approach to managing monetary control risk.	62.0	88.0
201601	1234	2016-01-27	meeting	LOCKHART	Assuming things go well and the funds rate trades in the desired range, at the subsequent meeting we can move to a lower flexible cap.	62.0	88.0
201601	1235	2016-01-27	meeting	LOCKHART	It makes some sense to me to test the headroom effects following a meeting that does not involve the confounding effects of a rate increase.	62.0	88.0
201601	1236	2016-01-27	meeting	LOCKHART	If monetary control seems well established with a lower flexible cap, I see making a subsequent further step that’s not offered as an option in the memo—specifically, at the next rate increase, I’d prefer to leave the overnight reverse repo rate unchanged, thereby widening the spread between the IOER and reverse repo rates.	62.0	88.0
201601	1237	2016-01-27	meeting	LOCKHART	I think this step will be necessary to truly test how necessary the overnight reverse repo facility is to maintaining control over the funds rate.	62.0	88.0
201601	1238	2016-01-27	meeting	LOCKHART	Once we’ve tested the waters with a wider spread, we can evaluate next steps in terms of fixing the cap or implementing further increases in the spread and whether to phase out the program entirely or retain some residual facility.	62.0	88.0
201601	1239	2016-01-27	meeting	LOCKHART	The latter—some small but continuing overnight reverse repo operations—might be desirable as we work through the long-run framework questions and consider some of the regulatory and market changes noted in the staff memo.	62.0	88.0
201601	1240	2016-01-27	meeting	LOCKHART	I offer these specifics as an example of what a longer-view strategy might look like.	62.0	88.0
201601	1241	2016-01-27	meeting	LOCKHART	I would certainly be open to other paths and options.	62.0	88.0
201601	1242	2016-01-27	meeting	LOCKHART	The important point is that we not think of the next move with the facility as a one-off decision.	62.0	88.0
201601	1243	2016-01-27	meeting	LOCKHART	We should have in mind what we intend to do over several steps down the road and communicate our plans to the market.	62.0	88.0
201601	1244	2016-01-27	meeting	LOCKHART	Thank you, Madam Chair.	62.0	88.0
201601	1245	2016-01-27	meeting	YELLEN	Thank you.	62.0	65.0
201601	1246	2016-01-27	meeting	YELLEN	President Williams.	62.0	65.0
201601	1247	2016-01-27	meeting	WILLIAMS	Thank you, Madam Chair.	62.0	102.0
201601	1248	2016-01-27	meeting	WILLIAMS	The normalization strategy and principles that we laid out some time ago have worked according to plan, and I don’t see any signs in recent market behavior that would suggest any change in our approach.	62.0	102.0
201601	1249	2016-01-27	meeting	WILLIAMS	But I emphasize here that by “approach,”	62.0	102.0
201601	1250	2016-01-27	meeting	WILLIAMS	I’m referring to both our September 2014 and our March 2015 communications that the ON RRP facility will be temporarily elevated at liftoff, but that the capacity will be reduced fairly soon after policy firming and that it’s a temporary program.	62.0	102.0
201601	1251	2016-01-27	meeting	WILLIAMS	The success in maintaining monetary control is a testament to the thorough testing of our normalization tools—a good example of practice makes perfect.	62.0	102.0
201601	1252	2016-01-27	meeting	WILLIAMS	In light of this success, I would continue along the path we’ve laid out.	62.0	102.0
201601	1253	2016-01-27	meeting	WILLIAMS	Our next step should be to start lowering the cap on the ON RRP facility to reduce financial stability risks associated with possible surges in demand.	62.0	102.0
201601	1254	2016-01-27	meeting	WILLIAMS	I think option 1 provides for a prudent reduction that still should provide ample headroom to maintain monetary control.	62.0	102.0
201601	1255	2016-01-27	meeting	WILLIAMS	When the appropriate time comes, I would be comfortable with reducing the cap to $800 billion or $1 trillion.	62.0	102.0
201601	1256	2016-01-27	meeting	WILLIAMS	I think we can take this step fairly soon—in the language of our earlier communications, in the next few meetings.	62.0	102.0
201601	1257	2016-01-27	meeting	WILLIAMS	Obviously, waiting until March quarter-end might be useful.	62.0	102.0
201601	1258	2016-01-27	meeting	WILLIAMS	I don’t think we should necessarily wait until the next rate increase.	62.0	102.0
201601	1259	2016-01-27	meeting	WILLIAMS	I agree completely with Governors Tarullo and Powell that in making that step, we want to communicate that this is only a first step and not the end of a process, and that further decreases in the cap will be forthcoming.	62.0	102.0
201601	1260	2016-01-27	meeting	WILLIAMS	I think that’s an important part of the communication regarding option 1.	62.0	102.0
201601	1261	2016-01-27	meeting	WILLIAMS	Over time, we can lower the cap for the ON RRP facility further.	62.0	102.0
201601	1262	2016-01-27	meeting	WILLIAMS	However, there’s no rush to take that step.	62.0	102.0
201601	1263	2016-01-27	meeting	WILLIAMS	We should collect more information along the way to make sure that we’re on the right track.	62.0	102.0
201601	1264	2016-01-27	meeting	WILLIAMS	Assuming all goes well, additional reductions would be warranted after we’ve observed market behavior following further rate hikes.	62.0	102.0
201601	1265	2016-01-27	meeting	WILLIAMS	In addition, as we lower the cap further, term RRPs could or should provide a good supplementary tool to deal with quarter-end spikes in demand, if needed.	62.0	102.0
201601	1266	2016-01-27	meeting	WILLIAMS	In this regard, we’ve had a good discussion about whether that’s necessary or really important.	62.0	102.0
201601	1267	2016-01-27	meeting	WILLIAMS	I do think that the term RRP tool has shown to be a pretty elegant solution to this issue.	62.0	102.0
201601	1268	2016-01-27	meeting	WILLIAMS	Once we get to the point at which the cap is much smaller, using the term RRP seems to be a useful way to deal with quarter-end issues and spikes in demand.	62.0	102.0
201601	1269	2016-01-27	meeting	WILLIAMS	When we decide to make these adjustments, communicating clearly with the public that these are natural steps in the normalization strategy that we’ve already explained is going to be very important.	62.0	102.0
201601	1270	2016-01-27	meeting	WILLIAMS	We want to convey that our approach has been successful, and that’s why we’re continuing to follow that in a well-designed strategy.	62.0	102.0
201601	1271	2016-01-27	meeting	WILLIAMS	Importantly, communication we give following these changes should, as always, stress their technical nature and emphasize that monetary policy is focused on the setting of the federal funds rate and that all of these other things that are happening in the background are being done in support of monetary control and our other objectives.	62.0	102.0
201601	1272	2016-01-27	meeting	WILLIAMS	Thank you.	62.0	102.0
201601	1273	2016-01-27	meeting	YELLEN	Thank you very much.	62.0	65.0
201601	1274	2016-01-27	meeting	YELLEN	President Kashkari.	62.0	65.0
201601	1275	2016-01-27	meeting	KASHKARI	Thank you, Madam Chair.	62.0	111.0
201601	1276	2016-01-27	meeting	KASHKARI	I think the memos and the staff briefing on this discussion show that we have a lot more to learn about this program, and so I’m in the camp of many of you that there’s no rush.	62.0	111.0
201601	1277	2016-01-27	meeting	KASHKARI	Let’s learn more.	62.0	111.0
201601	1278	2016-01-27	meeting	KASHKARI	Let’s get more experience before we make any changes.	62.0	111.0
201601	1279	2016-01-27	meeting	KASHKARI	To me, it’s fundamental that we have a better view of the long-run operating framework.	62.0	111.0
201601	1280	2016-01-27	meeting	KASHKARI	That’s a pretty fundamental decision for the Committee.	62.0	111.0
201601	1281	2016-01-27	meeting	KASHKARI	And, for me, having more information about how this tool works and having a better view of the long-run operating framework will be important in informing the ultimate judgment of what this tool looks like.	62.0	111.0
201601	1282	2016-01-27	meeting	KASHKARI	If pushed today, I’d say I’m in favor of option 1 or option 2.	62.0	111.0
201601	1283	2016-01-27	meeting	KASHKARI	But waiting is probably my stronger preference.	62.0	111.0
201601	1284	2016-01-27	meeting	KASHKARI	Thank you.	62.0	111.0
201601	1285	2016-01-27	meeting	YELLEN	Thank you.	62.0	65.0
201601	1286	2016-01-27	meeting	YELLEN	Governor Brainard.	62.0	65.0
201601	1287	2016-01-27	meeting	BRAINARD	Thank you, Madam Chair.	62.0	107.0
201601	1288	2016-01-27	meeting	BRAINARD	Again, I want to extend my compliments to the staff on their execution of liftoff, which was really outstanding.	62.0	107.0
201601	1289	2016-01-27	meeting	BRAINARD	The control over rates has been as strong as any of us could have wished.	62.0	107.0
201601	1290	2016-01-27	meeting	BRAINARD	The strength of the monetary control so far can be ascribed in no small part to the floor that’s been provided by the ample capacity of the ON RRP.	62.0	107.0
201601	1291	2016-01-27	meeting	BRAINARD	And for this reason, I think it’s still premature to implement changes to the cap.	62.0	107.0
201601	1292	2016-01-27	meeting	BRAINARD	Although the activity of the ON RRP has been quite close to pre-liftoff norms so far, it’s only six weeks since liftoff, and there’s still substantial uncertainty about how our rate control might evolve as normalization proceeds.	62.0	107.0
201601	1293	2016-01-27	meeting	BRAINARD	I’m particularly attentive to how both the activity of the ON RRP and the support for the funds rate provided by the ON RRP facility change as we move farther away from the effective lower bound.	62.0	107.0
201601	1294	2016-01-27	meeting	BRAINARD	For that reason, I prefer deferring changes to the ON RRP cap until normalization is well under way.	62.0	107.0
201601	1295	2016-01-27	meeting	BRAINARD	Indeed, this would seem to be pretty consonant with market expectations.	62.0	107.0
201601	1296	2016-01-27	meeting	BRAINARD	Of the three options presented in the staff memo, I prefer setting a high cap as a first step, as outlined in option 1.	62.0	107.0
201601	1297	2016-01-27	meeting	BRAINARD	At the stage of normalization at which we find ourselves, as you can probably infer, my highest priority remains monetary control.	62.0	107.0
201601	1298	2016-01-27	meeting	BRAINARD	For that reason, I think option 1 has the best monetary control properties—certainly better than option 3, which would sacrifice control for a smaller footprint.	62.0	107.0
201601	1299	2016-01-27	meeting	BRAINARD	Compared with option 2, option 1 is both easier to explain and easier to implement, which I view as strong virtues in policymaking.	62.0	107.0
201601	1300	2016-01-27	meeting	BRAINARD	It’s not obvious that the cap in option 2 could be adjusted in as timely and accurate a manner as would be necessary to maintain the level of monetary control that I think is important.	62.0	107.0
201601	1301	2016-01-27	meeting	BRAINARD	Nonetheless, I do think it’s helpful to remind market participants that the heightened capacity of the ON RRP is temporary in order to guard against a permanent change in the structure of money markets, which I would view as very undesirable.	62.0	107.0
201601	1302	2016-01-27	meeting	BRAINARD	A reflection of this discussion in the minutes should accomplish this goal.	62.0	107.0
201601	1303	2016-01-27	meeting	BRAINARD	Thank you, Madam Chair.	62.0	107.0
201601	1304	2016-01-27	meeting	YELLEN	Thank you.	62.0	65.0
201601	1305	2016-01-27	meeting	YELLEN	Governor Fischer.	62.0	65.0
201601	1306	2016-01-27	meeting	FISCHER	Thank you, Madam Chair.	62.0	108.0
201601	1307	2016-01-27	meeting	FISCHER	Like everyone else, I’d like to congratulate the staff, both the New York Federal Reserve staff and the Board staff, on the work done and the quality of the paper we received, which is both thorough and interesting.	62.0	108.0
201601	1308	2016-01-27	meeting	FISCHER	And, of course, I’d also like to congratulate them on the success of the operation of our new method of monetary control, which was faced with a pretty strong stress test in the first six weeks of its operation—at least the past three weeks of its operation—as the market seemed to be less than stable, and it didn’t seem to spread over to the use of the RRP facility.	62.0	108.0
201601	1309	2016-01-27	meeting	FISCHER	One of the benefits of going very near the end is that everything that should be said has been said.	62.0	108.0
201601	1310	2016-01-27	meeting	TARULLO	Not everyone has said it.	62.0	97.0
201601	1311	2016-01-27	meeting	TARULLO	[Laughter]	62.0	97.0
201601	1312	2016-01-27	meeting	FISCHER	It just remains to decide which of the excellent interventions to reference, and I reference President Evans’s approach, which is similar to what a lot of other people suggested.	62.0	108.0
201601	1313	2016-01-27	meeting	FISCHER	I don’t think, as many have said, that after six weeks, it’s a good time to start changing things.	62.0	108.0
201601	1314	2016-01-27	meeting	FISCHER	A lot can happen, and we want to make sure that this facility and the way we’re operating it is really capable of doing what it’s done so far, and it’s only further experience that will be able to tell us that.	62.0	108.0
201601	1315	2016-01-27	meeting	FISCHER	I also have some sympathy for the view that it could be useful to retain a small facility at the end, but that’s an issue that we can discuss nearer the time.	62.0	108.0
201601	1316	2016-01-27	meeting	FISCHER	What I’d like to see is what I think President Evans said, which is a move—most people say in the second quarter, I think it could be the end of the second quarter, possibly the third quarter—to option 1.	62.0	108.0
201601	1317	2016-01-27	meeting	FISCHER	Then, as time goes by, and as we get more and more confident in our use of it, begin reducing the cap in a fairly steady way over the course of time and then phase it out, with the question of whether there should be some capacity left to carry out these operations.	62.0	108.0
201601	1318	2016-01-27	meeting	FISCHER	As we move to the hard cap, I do think that we’ll have to either accept the use of term RRP or allow ourselves not to hit the target federal funds rate on a couple of days in each quarter and possibly more at the end of the year.	62.0	108.0
201601	1319	2016-01-27	meeting	FISCHER	But this is clearly something that’s working, and it seems to me there’s probably an interesting question as to what comes next, adjusting the RRP or stopping repurchases of maturing assets in the portfolio.	62.0	108.0
201601	1320	2016-01-27	meeting	FISCHER	We haven’t talked about those two things together, and each of them could be regarded as capable of creating some noise in the system that we ought to find a way of coordinating.	62.0	108.0
201601	1321	2016-01-27	meeting	FISCHER	Thank you, Madam Chair.	62.0	108.0
201601	1322	2016-01-27	meeting	YELLEN	Thank you very much.	62.0	65.0
201601	1323	2016-01-27	meeting	YELLEN	And, finally, Vice Chairman.	62.0	65.0
201601	1324	2016-01-27	meeting	DUDLEY	Thank you, Madam Chair.	62.0	96.0
201601	1325	2016-01-27	meeting	DUDLEY	Well, I think the consensus around the table is that the overnight reverse repo facility is working well, and that we’re pleased by how solid the flow has been, even as the take-up has been quite modest.	62.0	96.0
201601	1326	2016-01-27	meeting	DUDLEY	To me, that seems like the best of both worlds.	62.0	96.0
201601	1327	2016-01-27	meeting	DUDLEY	We have monetary policy control, and we have a modest footprint.	62.0	96.0
201601	1328	2016-01-27	meeting	DUDLEY	That suggests to me that there’s little urgency to make changes at this time.	62.0	96.0
201601	1329	2016-01-27	meeting	DUDLEY	Why not learn more and proceed relatively slowly?	62.0	96.0
201601	1330	2016-01-27	meeting	DUDLEY	It doesn’t seem like there’s any rush in terms of market expectations, either.	62.0	96.0
201601	1331	2016-01-27	meeting	DUDLEY	We saw in the survey results that there’s a wide range of expectations among market participants, and I deliberately asked Lorie a question about whether they were waiting with a lot of interest to see how we were going to answer this question, and the answer seems to be, “Not really.”	62.0	96.0
201601	1332	2016-01-27	meeting	DUDLEY	This is not something that we need to resolve quickly because there’s a big question in the marketplace.	62.0	96.0
201601	1333	2016-01-27	meeting	DUDLEY	Now, I think there’s some uncertainty about how the facility usage is going to evolve over time, and I’m sympathetic with the staff memo that suggests that, most likely, it’s going to rise rather than fall, everything else being equal, with money market fund reform and possible future regulatory changes the major factors.	62.0	96.0
201601	1334	2016-01-27	meeting	DUDLEY	For that reason, because we don’t know really how high demand is going to get over time, I favor option 1, a relatively high cap.	62.0	96.0
201601	1335	2016-01-27	meeting	DUDLEY	I also think a high cap has tremendous benefits, and this goes back to something that Governor Brainard said.	62.0	96.0
201601	1336	2016-01-27	meeting	DUDLEY	There’s much less drama, and there are fewer communications problems, if you have a high cap.	62.0	96.0
201601	1337	2016-01-27	meeting	DUDLEY	You don’t need to have term RRP at the end of quarter-ends to accommodate temporary surges in demand at quarter-end.	62.0	96.0
201601	1338	2016-01-27	meeting	DUDLEY	You don’t have to explain why you’re paying higher interest rates on term RRP, rather than using the lower rates that are on the overnight RRP.	62.0	96.0
201601	1339	2016-01-27	meeting	DUDLEY	You don’t have to adjust the cap up and down as demand fluctuates.	62.0	96.0
201601	1340	2016-01-27	meeting	DUDLEY	It seems to me that having a high cap, at least for a while, seems like a very simple and straightforward way to proceed.	62.0	96.0
201601	1341	2016-01-27	meeting	DUDLEY	Now, I do recognize that having a relatively high cap could lead to issues in terms of footprint and financial stability, and so the question is, how big are those risks?	62.0	96.0
201601	1342	2016-01-27	meeting	DUDLEY	On the footprint issue, I think we’ve already had some success in addressing this.	62.0	96.0
201601	1343	2016-01-27	meeting	DUDLEY	As long as we make it clear in the minutes that this is not a facility that’s going to be around indefinitely, that can continue to damp expectations about the ability to develop your business plans to adjust to the idea of an overnight RRP facility being around for some time.	62.0	96.0
201601	1344	2016-01-27	meeting	DUDLEY	At the current time, I don’t think the footprint issue is really very significant.	62.0	96.0
201601	1345	2016-01-27	meeting	DUDLEY	That could, obviously, change.	62.0	96.0
201601	1346	2016-01-27	meeting	DUDLEY	If it were to change in the future, then I think we would have to think more seriously about doing something in terms of the cap or in terms of changing the spread between the overnight RRP rate and the IOER rate in the future, but there’s no need to address this right now.	62.0	96.0
201601	1347	2016-01-27	meeting	DUDLEY	In terms of the financial stability risk, as I understand the concern, it’s that if we had a high-capacity overnight RRP facility, there could be a big flight out of short-term private debt instruments, and that could put upward pressure on the interest rates for those instruments.	62.0	96.0
201601	1348	2016-01-27	meeting	DUDLEY	I personally don’t see this as a huge risk.	62.0	96.0
201601	1349	2016-01-27	meeting	DUDLEY	While we could see some upward pressure on other money market rates, this should be at least partly offset by the fact that if there is an overnight RRP facility that has lots of headroom, you also have a place to flee to.	62.0	96.0
201601	1350	2016-01-27	meeting	DUDLEY	The fact that there is a place to flee to means that you don’t have as much incentive to run at the first sign of trouble, because it’s known that there’s a place to go in the future should things get worse.	62.0	96.0
201601	1351	2016-01-27	meeting	DUDLEY	Also, I think that if there was a rise in private-sector short-term rates, and if it was significant and had sufficient persistence to cause us to be worried about the implications for the economic outlook, there are other things we can do about it.	62.0	96.0
201601	1352	2016-01-27	meeting	DUDLEY	We could adjust monetary policy.	62.0	96.0
201601	1353	2016-01-27	meeting	DUDLEY	I suspect that in a circumstance in which there really was a large amount of funds flooding into the overnight RRP, the rise in usage of the overnight RRP would not be the first concern that we would have.	62.0	96.0
201601	1354	2016-01-27	meeting	DUDLEY	There would be something else going on that we would be really focusing our attention on.	62.0	96.0
201601	1355	2016-01-27	meeting	DUDLEY	In terms of communication, I think we should continue to emphasize that we want the facility to have sufficient headroom so that the cap won’t bind, because monetary policy control is our primary focus here.	62.0	96.0
201601	1356	2016-01-27	meeting	DUDLEY	If participants in the market understand that the cap is not likely to bind, that improves their bargaining power with banks.	62.0	96.0
201601	1357	2016-01-27	meeting	DUDLEY	That makes banks more aggressive in bidding for funds, and that actually makes the IOER more effective in pulling up short-term rates.	62.0	96.0
201601	1358	2016-01-27	meeting	DUDLEY	So there’s a real benefit of having cap capacity in the overnight RRP, even if the overnight RRP facility isn’t used that much.	62.0	96.0
201601	1359	2016-01-27	meeting	DUDLEY	In addition, assuring people that there’s going to be room in the overnight RRP facility underscores our commitment to monetary policy control, and I think that’s really important, as many people have said today.	62.0	96.0
201601	1360	2016-01-27	meeting	DUDLEY	With respect to timing, I don’t see any reason to rush.	62.0	96.0
201601	1361	2016-01-27	meeting	DUDLEY	I’m not sure it should be the second quarter or the third quarter.	62.0	96.0
201601	1362	2016-01-27	meeting	DUDLEY	I think it certainly shouldn’t be March.	62.0	96.0
201601	1363	2016-01-27	meeting	DUDLEY	Let’s get more experience with the facility, and then we can figure out how to proceed.	62.0	96.0
201601	1364	2016-01-27	meeting	DUDLEY	I want to talk a little bit about what President Lacker brought up, because I thought he raised an interesting set of issues.	62.0	96.0
201601	1365	2016-01-27	meeting	DUDLEY	And that is, we still don’t know the answer to the question, what’s doing most of the work in pulling up short-term interest rates?	62.0	96.0
201601	1366	2016-01-27	meeting	DUDLEY	Is it the IOER, or is it the overnight RRP facility?	62.0	96.0
201601	1367	2016-01-27	meeting	DUDLEY	I think that’s an interesting issue, and so there are a couple of questions here I guess I would pose.	62.0	96.0
201601	1368	2016-01-27	meeting	DUDLEY	One question is, do we need to find out the answer to that question?	62.0	96.0
201601	1369	2016-01-27	meeting	DUDLEY	Now, if we’re really comfortable with the overnight RRP facility, then presumably we don’t really need to try to run experiments to answer the question about whether the overnight RRP facility is doing most of the lifting, or the IOER is doing most of the lifting.	62.0	96.0
201601	1370	2016-01-27	meeting	DUDLEY	Now, if we’re uncomfortable with the notion that we really need the overnight RRP facility to raise short-term rates, then it makes more sense to run the experiments, because I think there’s a cost to running the experiments.	62.0	96.0
201601	1371	2016-01-27	meeting	DUDLEY	I don’t think the experiments are free.	62.0	96.0
201601	1372	2016-01-27	meeting	DUDLEY	The point I’m trying to make here is that if the outcome of the experiments is not going to change your choices in terms of how you set the facilities, then it probably doesn’t make sense to run the experiments.	62.0	96.0
201601	1373	2016-01-27	meeting	DUDLEY	But if you think the answer to the experiments could change how you use the facilities, then it probably makes sense to run the experiments.	62.0	96.0
201601	1374	2016-01-27	meeting	DUDLEY	What I’d like to do is see the staff come up with a proposal on how important it is to find out.	62.0	96.0
201601	1375	2016-01-27	meeting	DUDLEY	What are the pros and cons of running the experiments?	62.0	96.0
201601	1376	2016-01-27	meeting	DUDLEY	What are the costs of running the experiments?	62.0	96.0
201601	1377	2016-01-27	meeting	DUDLEY	And if one were going to run the experiments, what’s the best experiment one could run at the lowest cost?	62.0	96.0
201601	1378	2016-01-27	meeting	DUDLEY	Then we could actually have a full discussion on this topic, because I think it’s a very relevant issue.	62.0	96.0
201601	1379	2016-01-27	meeting	DUDLEY	Thank you, Madam Chair.	62.0	96.0
201601	1380	2016-01-27	meeting	YELLEN	President Lacker.	62.0	65.0
201601	1381	2016-01-27	meeting	LACKER	Yes.	62.0	81.0
201601	1382	2016-01-27	meeting	LACKER	Thank you for responding, Vice Chairman Dudley.	62.0	81.0
201601	1383	2016-01-27	meeting	LACKER	I think we decided that we would phase it out if it’s no longer needed.	62.0	81.0
201601	1384	2016-01-27	meeting	LACKER	It strikes me as inconsistent with the spirit of that decision to not take any steps to find out if it’s needed.	62.0	81.0
201601	1385	2016-01-27	meeting	LACKER	And it strikes me that it wouldn’t be that hard to do.	62.0	81.0
201601	1386	2016-01-27	meeting	LACKER	If we raised rates, if we raised the IOER rate a quarter point, like Eric said, raised the ON RRP rate 20 basis points, a 5 basis point increase in the spread, and the RRP rates stayed where they are in relation to IOER, we’d be able to say, “Look, we’re done,” and volume went down—that could easily happen.	62.0	81.0
201601	1387	2016-01-27	meeting	DUDLEY	I’m not arguing against running the experiment.	62.0	96.0
201601	1388	2016-01-27	meeting	LACKER	I misunderstood you.	62.0	81.0
201601	1389	2016-01-27	meeting	DUDLEY	But we first have to answer the question, what is the experiment generating in terms of information?	62.0	96.0
201601	1390	2016-01-27	meeting	DUDLEY	And will that information change your behavior in terms of how you use it?	62.0	96.0
201601	1391	2016-01-27	meeting	DUDLEY	If you decide that the cost of the experiment is high and it’s unlikely to change how you run the facilities, then it’s probably not worth running the experiment.	62.0	96.0
201601	1392	2016-01-27	meeting	DUDLEY	It might be if you decide that the cost to run the experiment is pretty low—in other words, that the staff can come up with a way of doing the experiment that’s not really hard to communicate to markets, and we don’t confuse people about what our intentions are or about how we’re ranking monetary control versus footprint versus financial stability.	62.0	96.0
201601	1393	2016-01-27	meeting	DUDLEY	That’s all I’m saying.	62.0	96.0
201601	1394	2016-01-27	meeting	DUDLEY	I’m not arguing against running the experiment.	62.0	96.0
201601	1395	2016-01-27	meeting	DUDLEY	I think we also need to think about the question, what are you going to gain from running the experiment, and how is it going to affect your behavior?	62.0	96.0
201601	1396	2016-01-27	meeting	LACKER	Madam Chair, those are perfectly sensible principles.	62.0	81.0
201601	1397	2016-01-27	meeting	LACKER	I totally agree.	62.0	81.0
201601	1398	2016-01-27	meeting	LACKER	What’s at stake here is whether we have a facility or not.	62.0	81.0
201601	1399	2016-01-27	meeting	LACKER	What’s at stake here is a couple hundred billion dollars of money market fund allocations and where they go—whether they go to us or somewhere else.	62.0	81.0
201601	1400	2016-01-27	meeting	LACKER	I think that suggests that the stakes are quite enough to motivate some experiments.	62.0	81.0
201601	1401	2016-01-27	meeting	LACKER	I join you in urging the staff to bring us some plans for experimentation.	62.0	81.0
201601	1402	2016-01-27	meeting	YELLEN	Okay.	62.0	65.0
201601	1403	2016-01-27	meeting	YELLEN	I think we’ve had a very good round of comment and discussion.	62.0	65.0
201601	1404	2016-01-27	meeting	YELLEN	Let me join others in thanking the staff, first, for flawless execution of liftoff and, second, for an excellent memo.	62.0	65.0
201601	1405	2016-01-27	meeting	YELLEN	I think we’ve had a rich discussion.	62.0	65.0
201601	1406	2016-01-27	meeting	YELLEN	As usual, we’ll go off and contemplate what the appropriate next steps or options might be.	62.0	65.0
201601	1407	2016-01-27	meeting	YELLEN	I think there is some degree of agreement—obviously not complete—but, as in the past, my guess is, we’ll go back and try to narrow options and respond to what we’ve heard and try to work our way forward to a decision about how to proceed.	62.0	65.0
201601	1408	2016-01-27	meeting	YELLEN	I suggest we take a break.	62.0	65.0
201601	1409	2016-01-27	meeting	FISCHER	Do we need to ratify the open market operations?	63.0	108.0
201601	1410	2016-01-27	meeting	YELLEN	Oh, I’m sorry.	63.0	65.0
201601	1411	2016-01-27	meeting	YELLEN	We do.	63.0	65.0
201601	1412	2016-01-27	meeting	YELLEN	Thank you very much.	63.0	65.0
201601	1413	2016-01-27	meeting	YELLEN	I appreciate that.	63.0	65.0
201601	1414	2016-01-27	meeting	YELLEN	Before we break, we need to ratify open market operations.	63.0	65.0
201601	1415	2016-01-27	meeting	YELLEN	Can I have a motion?	63.0	65.0
201601	1416	2016-01-27	meeting	FISCHER	So moved.	63.0	108.0
201601	1417	2016-01-27	meeting	YELLEN	Thank you.	63.0	65.0
201601	1418	2016-01-27	meeting	YELLEN	Without objection.	63.0	65.0
201601	1419	2016-01-27	meeting	YELLEN	Okay.	52.0	65.0
201601	1420	2016-01-27	meeting	YELLEN	Let’s take a 20-minute break.	52.0	65.0
201601	1422	2016-01-27	meeting	YELLEN	Let’s resume.	52.0	65.0
201601	1423	2016-01-27	meeting	YELLEN	Brian has something for you.	51.0	65.0
201601	1424	2016-01-27	meeting	MADIGAN	Thank you, Madam Chair.	51.0	999.0
201601	1425	2016-01-27	meeting	MADIGAN	I apologize, but I misstated the name of the person proposed as associate economist by Vice Chairman Dudley.	51.0	999.0
201601	1426	2016-01-27	meeting	MADIGAN	The individual that Vice Chairman Dudley proposes is Jonathan McCarthy rather than James McAndrews.	51.0	999.0
